,ETFBZQ,ETFRUSS,ETFBIS,ETFJJT,ETFBDD,ETFNUGT,ETFDWTI,ETFDTO,ETFCVOL,ETFDFVS,ETFUGAZ,ETFTZA,ETFEDZ,ETFFUE,ETFRXD,ETFSRTY,ETFSCO,ETFDIRT,ETFGRN,ETFURR,ETFBOIL,ETFSZO,ETFSDD,ETFEEV,ETFJNUG,ETFDPK,ETFMIDZ,ETFUVXY,ETFDAG,ETFTWM,ETFEWV,ETFCHIM,ETFAGF,ETFEFU,ETFGDX,ETFGREK,ETFTVIX,ETFDNO,ETFPSAU,ETFEQLT,ETFSMN,ETFHDGE
2014-07-15,56.509998,10.58,14.67,49.810001,8.86,42.570002,26.129999,31.440001,1.25,38.799999,17.730001,15.3,29.950001,9.6,19.780001,39.02,27.209999,40.23,6.9,28.370001,38.119999,36.66,44.84,16.870001,25.099999,28.35,14.44,25.380001,6.8,45.75,59.610001,14.94,15.5,37.830002,25.780001,21.889999,2.84,32.029999,22.16,26.35,28.370001,12.14
2014-07-16,57,10.23,15.030001,49.810001,8.82,44.729999,25.209999,30.76,1.2,38.950001,17.990001,15.41,29.639999,9.6,20.24,39.34,26.549999,40.23,6.9,28.370001,38.450001,35.98,45.52,16.75,25.169999,27.74,14.5,24.15,6.9,45.959999,59.27,15.04,15.35,37.279999,26.280001,22.15,2.7,31.700001,22.360001,26.440001,28.01,12.12
2014-07-17,58.900002,12.45,15.730001,49.810001,9.01,48.420002,24.219999,29.98,1.31,38.34,16.180001,16.120001,31.32,9.6,20.639999,41.119999,25.799999,40.23,6.97,28.190001,35.93,35.77,46.790001,17.379999,30.769999,28.780001,14.93,28.79,6.78,47.400002,60.09,15.01,14.87,38.240002,26.99,21.559999,3.16,31.23,22.92,26.15,28.17,12.27
2014-07-18,55.040001,11.52,14.780001,49.740002,8.81,47.810001,24.33,30.16,1.23,38.599998,15.950001,15.37,29.91,9.6,20.24,39.23,25.98,40.23,7.31,28.190001,35.580002,36.860001,46.299999,16.85,29.019999,28.110001,14.39,25,6.71,45.939999,59.419998,15.01,15,37.66,26.940001,21.780001,2.78,31.280001,22.690001,26.48,27.969999,12.12
2014-07-21,53.279999,12.32,14.72,49.73,9.07,47.760001,23.6,29.6,1.25,38.720001,14.930001,15.56,29.629999,9.6,20.18,39.700001,25.440001,39.799999,7.7,28.190001,34.099998,35.52,46.299999,16.74,29.579999,28.6,14.57,26.170002,6.73,46.279999,59.599998,15.01,14.68,38.150002,26.9,21.41,2.91,31.09,22.950001,26.360001,28.129999,12.12
2014-07-22,51.990002,11.81,14.39,50.09,9.26,46.300001,23.93,29.83,1.19,38.490002,13.960001,15.16,28.75,9.6,20.18,38.700001,25.67,39.799999,7.75,27.959999,32.540001,36.599998,45,16.41,27.379999,28.09,14.32,25.060001,6.58,45.509998,59.299999,15.1,14.68,37.57,26.59,21.4,2.81,31.16,22.870001,26.540001,28.01,12.06
2014-07-23,53.389999,12,13.77,50.25,9.13,45.720002,23.52,29.51,1.21,38.310001,13.830001,15.09,28.709999,9.84,19.65,38.540001,25.360001,39.799999,7.32,27.959999,32.419998,35.889999,44.900002,16.389999,26.179999,27.84,14.36,25.480001,6.57,45.380001,59.470001,15.43,15.38,37.41,26.49,21.450001,2.85,30.98,22.77,26.549999,27.860001,12.04
2014-07-24,52.41,11.84,14.160001,50.759998,9.13,43.550001,24.139999,30.049999,1.25,38.959999,14.610001,15.17,28.34,9.84,19.66,38.759998,25.83,39.799999,7.71,27.959999,33.540001,35.900002,45.150002,16.25,23.819999,27.59,14.31,25.180001,6.68,45.599998,59.790001,15.5,15.38,37.259998,26.08,22.030001,2.8,31.16,22.34,26.549999,27.98,11.9
2014-07-25,53.18,12.43,14.25,50.650002,9.35,47.160001,24.200001,30.120001,1.27,38.959999,13.920001,15.61,28.65,9.6,19.66,39.869999,25.889999,39.900002,7.59,27.790001,32.52,35.66,45.799999,16.370001,26.739999,28.02,14.59,26.660001,6.78,46.389999,59.18,15.75,15.38,37.599998,26.82,22.34,2.94,31.25,22.870001,26.459999,27.85,12.04
2014-07-28,53.150002,12.87,14.55,50.75,9.35,48.010001,24.440001,30.27,1.26,38.860001,13.710001,15.82,28.040001,9.6,19.66,40.380001,26.049999,39.900002,7.51,27.790001,32.189999,35.77,46.5,16.129999,28.049999,28.049999,14.67,26.35,6.94,46.82,58.57,16,15,37.799999,26.99,22.5,2.93,31.23,23.030001,26.48,27.66,12.03
2014-07-29,54.34,13.65,14.210001,51.73,9.1,46.929999,25.02,30.620001,1.27,38.599998,14.330001,15.69,28.559999,9.6,19.58,40.080002,26.379999,39.900002,7.8,27.790001,33.189999,36.080002,45.689999,16.33,26.349999,28.139999,14.87,26.220002,6.86,46.549999,58.970001,16.09,14.66,37.540001,26.76,22.07,2.92,31.540001,22.959999,26.4,28.040001,11.94
2014-07-30,55.639999,12.62,13.94,51.779999,9.39,45.429999,25.91,31.299999,1.29,39.720001,13.770001,15.5,28.950001,9.6,19.540001,39.59,27.07,39.900002,7.8,27.540001,32.400002,36.360001,45.779999,16.459999,26.819999,28.309999,14.8,27.160001,6.79,46.189999,58.529999,15.97,14.62,37.73,26.469999,21.85,2.99,31.9,22.610001,26.309999,28.379999,11.87
2014-07-31,58.849998,13.08,14.65,50.880001,9.12,42.700001,27.15,32.240002,1.42,39.259998,14.430001,16.57,30.49,9.52,20.35,42.41,27.93,39.900002,7.86,27.540001,33.439999,36.549999,47.799999,17.08,24.419999,29.77,15.66,31.7,6.74,48.450001,60.509998,15.95,14.62,38.73,25.91,21.110001,3.47,32.450001,22.09,26.01,29.469999,12.13
2014-08-01,58.139999,13.15,14.69,50.799999,9.05,43.810001,27.43,32.470001,1.53,38.330002,14.050001,16.780001,29.959999,9.52,20.35,42.900002,28.139999,39.900002,7.65,27.540001,32.709999,37.049999,48.400002,16.879999,25.419999,30.16,15.8,34.729999,6.71,48.779999,60.580002,15.95,14.62,39.57,26.200001,21,3.8,32.560001,22.27,25.780001,29.450001,12.18
2014-08-04,57.34,12.77,14.47,50.330002,9.43,42.629999,26.68,31.91,1.47,38.169998,14.580001,16.35,29.09,9.52,20.25,41.779999,27.67,39.900002,7.6,27.540001,33.700001,36.75,47.09,16.540001,22.929999,29.84,15.54,31.54,6.99,47.950001,60.290001,16.24,14.95,39.099998,25.950001,21.290001,3.43,32.330002,22.469999,25.780001,28.709999,12.05
2014-08-05,58.84,14,14.54,50.599998,9.16,43.320002,27.52,32.540001,1.59,38.5,15.080001,16.49,30.440001,9.52,20.540001,42.099998,28.17,39.900002,7.6,27.540001,34.34,36.720001,47.57,17.049999,23.699999,31.1,15.74,35.880002,6.81,48.200001,62.279999,16.24,14.55,40.27,26.1,20.309999,3.91,32.73,22.120001,25.780001,29.290001,12.19
2014-08-06,58.119999,14.9,14.5,50.610001,9.12,46.260001,27.959999,32.810001,1.68,38.5,15.660001,16.299999,31.07,9.31,20.389999,41.650002,28.5,40.25,7.81,27.540001,35.259998,36.720001,47.470001,17.290001,25.469999,31.35,15.69,36.200001,6.92,47.830002,62.950001,16.24,14.55,40.389999,26.690001,19.809999,3.96,32.669998,22.639999,25.620001,28.950001,12.1
2014-08-07,59.700001,14.58,14.92,50.349998,9.1,46.560001,27.5,32.450001,1.76,37.599998,15.040001,16.530001,31.49,9.31,21,42.25,28.18,40.25,7.62,27.540001,34.34,36.720001,47.5,17.440001,25.659999,32.240002,15.85,37.770002,6.86,48.32,63.470001,16.24,14.73,41.049999,26.76,19.530001,4.13,32.689999,22.68,25.52,29.41,12.14
2014-08-08,60.189999,13.49,14.530001,50.509998,8.85,46.660001,27.459999,32.52,1.66,37.790001,15.930001,16.049999,30.610001,9.31,20.700001,41.009998,28.190001,40.25,7.9,27.540001,35.580002,36.720001,46.610001,17.120001,24.679999,31.48,15.34,34.740003,6.82,47.34,63,16.209999,14.61,40.59,26.780001,19.360001,3.82,32.650002,22.780001,25.73,28.780001,11.98
2014-08-11,57.66,12.85,14.34,50.5,8.97,47.670002,27.190001,32.32,1.55,37.720001,16.080001,15.6,29.43,9.31,20.4,39.82,28.01,40.25,7.93,27.540001,35.91,36.720001,45.740002,16.66,25.759999,31.049999,15.14,31.920002,6.78,46.419998,61.919998,16.379999,14.61,40.220001,26.969999,19.610001,3.45,32.509998,22.9,25.83,28.66,11.94
2014-08-12,57.700001,13.07,14.45,50.75,8.97,50.050001,27.809999,32.82,1.54,37.709999,16.090001,15.92,29.33,9.31,20.57,40.68,28.389999,39.369999,7.43,27.540001,35.970001,36.759998,46.400002,16.639999,26.039999,31.18,15.31,31.39,6.73,47.09,62.25,16.35,14.55,40.369999,27.43,20.09,3.42,32.75,23.299999,25.700001,28.639999,12.02
2014-08-13,59.419998,12.35,13.860001,50.41,8.78,50.050001,27.440001,32.669998,1.41,37.709999,14.370001,15.56,28.879999,9.3,20.42,39.740002,28.32,39.369999,7.75,27.540001,33.459999,36.720001,45.849998,16.469999,25.749999,30.6,14.91,27.879999,6.69,46.360001,61.110001,16.35,14.49,39.799999,27.4,20.709999,3.05,32.73,23.129999,25.889999,28.280001,12.02
2014-08-14,58.759998,12.06,13.45,50.41,8.61,48.58,29.870001,34.32,1.31,37.709999,15.010001,15.49,28.74,9.3,19.639999,39.57,29.780001,39.369999,7.95,27.540001,34.360001,38.52,45.669998,16.4,25.039999,30.280001,14.75,26.09,6.66,46.240002,60.950001,16.35,14.45,39.41,27.129999,20.700001,2.86,33.599998,23.129999,25.950001,28.26,11.98
2014-08-15,56.150002,12.33,13.230001,50.57,8.61,46.94,28.940001,33.75,1.27,37.709999,13.880001,15.53,28.889999,9.3,19.08,39.790001,29.23,39.369999,7.95,27.540001,32.75,38.459999,45.919998,16.48,25.359999,30.370001,14.77,26,6.82,46.349998,61.119999,16.23,14.51,39.57,26.82,20.639999,2.87,33.200001,22.959999,25.77,28.15,11.87
2014-08-18,54.68,11.54,12.960001,50.330002,8.85,47.750001,29.91,34.419998,1.19,37.169998,13.860001,14.87,28.110001,9.3,19.08,37.990002,29.91,39.369999,7.97,27.540001,32.779999,37.799999,44.950001,16.18,25.419999,29.610001,14.24,24.1,6.74,45,60.139999,16.219999,14.39,39.080002,26.99,20.280001,2.69,33.59,22.99,26.190001,27.58,11.74
2014-08-19,52.75,11.17,12.8,50.66,8.89,46.250001,30.67,35.040001,1.15,37.169998,14.760001,14.72,27.700001,9.3,19.01,37.619999,30.389999,39.369999,8.25,27.08,34.130001,38.150002,44.32,16.01,24.589999,29.42,14,23.62,6.8,44.700001,60.200001,16.219999,14.39,38.849998,26.690001,20.26,2.62,33.93,22.940001,26.34,27.4,11.67
2014-08-20,52.639999,11.26,12.89,50.66,9.23,46.050001,30.290001,34.709999,1.14,37.709999,14.290001,14.9,27.879999,9.8,18.940001,38.040001,30.17,39.369999,8.2,27.08,33.439999,37.889999,44.93,16.08,24.109999,29.75,13.87,24,6.78,45.049999,60.849998,16.219999,14.25,39.060001,26.66,20.700001,2.65,33.73,22.83,26.379999,27.32,11.59
2014-08-21,52.73,10.88,13.110001,49.580002,9.17,43.04,29.549999,34.32,1.15,37.759998,14.890001,14.81,28.200001,9.2,18.940001,37.82,29.77,39.220001,7.97,27.08,34.360001,38.900002,44.369999,16.209999,23.559999,29.290001,13.81,24.110001,6.81,44.860001,60.849998,16,14.35,38.759998,26.07,20.91,2.69,33.5,22.17,26.48,27.440001,11.58
2014-08-22,54,11.52,12.95,49.580002,9.32,43.029999,29.860001,34.59,1.15,37.849998,14.530001,14.8,28.43,9.2,18.940001,37.779999,29.969999,39.150002,7.9,27.08,33.84,38.900002,44.110001,16.290001,23.029999,29.76,13.84,23.9,6.75,44.889999,60.939999,15.97,14.33,39.07,26.1,20.9,2.66,33.650002,22.17,26.469999,27.639999,11.52
2014-08-25,52.419998,10.89,12.3,49.849998,9.39,40.850001,30.23,34.709999,1.15,37.849998,15.540001,14.6,27.77,9.18,18.549999,37.299999,30.08,39.150002,7.89,26.75,35.330002,38.900002,44.369999,16.129999,21.86,29.200001,13.7,23.42,6.73,44.470001,60.700001,15.81,14.21,38.549999,25.620001,21.26,2.61,33.709999,21.75,26.469999,27.52,11.45
2014-08-26,50.599998,11.02,11.98,49.82,9.31,43.379999,29.719999,34.389999,1.14,37.849998,15.400001,14.18,27.27,8.56,18.549999,36.27,29.83,39.150002,8.23,26.75,35.09,38.02,43.75,15.85,23.209999,29.15,13.57,23.830001,6.63,43.639999,61.5,15.93,14.25,38.529999,26.190001,21.4,2.66,33.57,22.02,26.700001,27.33,11.39
2014-08-27,48.27,11.25,12.09,48.950001,9.33,42.960001,29.82,34.43,1.16,37.849998,15.900001,14.3,26.92,8.67,18.549999,36.529999,29.879999,39.150002,8.05,26.75,35.73,37.709999,44.07,15.69,22.999999,29.030001,13.61,24.110001,6.66,43.869999,61.759998,15.93,14.22,38.400002,26.110001,21.43,2.68,33.549999,22.190001,26.66,27.389999,11.42
2014-08-28,49.099998,12.26,12.18,48.880001,9.2,44.700001,29.040001,33.880001,1.16,37.849998,16.38,14.52,27.629999,8.88,18.370001,37.099998,29.459999,39.150002,8,26.75,36.240002,37.959999,44.240002,15.99,24.119999,29.450001,13.65,24.99,6.7,44.32,62.220001,15.37,14.22,38.75,26.459999,21.309999,2.77,33.290001,22.35,26.620001,27.360001,11.45
2014-08-29,47.310001,12.96,11.97,48.880001,9.27,45.74,27.9,33.080002,1.18,37.400002,16.690001,14.25,27.790001,8.85,18.26,36.400002,28.809999,39.16,8.14,26.32,36.639999,37.959999,43.91,16.049999,24.909999,29.379999,13.46,24.610001,6.69,43.82,62.419998,15.37,14.36,38.799999,26.690001,21.360001,2.74,32.84,22.57,26.700001,27.23,11.38
2014-09-02,46.860001,13.42,11.97,48.880001,9.33,41.29,30.32,34.970001,1.22,37.970001,14.630001,14.03,27.91,8.76,18.309999,35.869999,30.34,39.200001,8.14,26.32,33.619999,38.400002,43.77,16.1,21.87,29.25,13.33,24.95,6.76,43.310001,60.880001,15.68,14.31,38.639999,25.809999,20.85,2.77,33.77,21.889999,26.700001,27.42,11.42
2014-09-03,46.799999,11.07,12.01,47.959999,9.15,41.260001,28.09,33.529999,1.17,38,14.050001,14.29,26.790001,8.51,18.309999,36.509998,28.959999,39.200001,8.13,26.32,32.799999,38.310001,43.77,15.67,21.81,28.610001,13.38,24.360001,6.64,43.84,60.939999,16.01,14.1,38.130001,25.780001,20.93,2.7,32.98,21.82,26.76,27.33,11.45
2014-09-04,48.380001,11.44,12.42,48.150002,9.46,36.960001,28.860001,33.950001,1.21,38.290001,13.790001,14.45,27.07,8.51,18.41,36.98,29.32,37.810001,7.9,25.75,32.419998,37.950001,43.889999,15.77,18.59,29,13.55,24.430001,6.54,44.209999,61.349998,16.16,14,38.490002,24.879999,21.1,2.71,33.27,21.059999,26.91,27.09,11.45
2014-09-05,48.240002,10.45,12.45,47.950001,9.34,37.64,29.620001,34.68,1.13,38.290001,13.490001,14.3,26.35,8.51,18.309999,36.610001,29.92,38.290001,7.76,25.75,32.060001,38.029999,43.849998,15.49,19.81,29.110001,13.4,23.42,6.55,43.93,62.049999,15.95,14.16,38.43,25.07,21.35,2.62,33.68,21.110001,26.91,27.27,11.42
2014-09-08,51.48,10.89,12.22,48.080002,9.39,33.89,30.24,35.119999,1.13,38.290001,14.260001,14.23,27.280001,8.42,18.219999,36.389999,30.309999,38.290001,7.77,25.68,33.119999,38.189999,43.66,15.86,16.88,29.860001,13.4,23.55,6.52,43.779999,61.990002,16.190001,13.96,39.220001,24.190001,21.02,2.63,33.779999,20.48,26.780001,27.459999,11.42
2014-09-09,53.740002,11.21,12.53,47,8.95,35.29,30.469999,35.299999,1.18,38.68,15.230001,14.74,28.280001,8.4,18.219999,37.709999,30.540001,37.84,7.77,25.68,34.580002,38.599998,44.57,16.24,18.34,30.219999,13.72,24.760001,6.44,44.84,63.34,16.040001,13.85,39.439999,24.559999,20.530001,2.74,33.759998,20.75,26.66,27.969999,11.39
2014-09-10,54.720001,10.8,12.05,47.200001,8.95,33.35,31.33,35.950001,1.14,38.919998,15.050001,14.47,28.58,8.4,18.219999,37.029999,31.16,37.84,7.93,25.68,34.349998,38.75,44.380001,16.33,17.13,29.75,13.67,24.47,6.44,44.25,61.639999,15.98,13.8,39.029999,24.1,20.84,2.72,34.25,20.5,26.719999,27.91,11.36
2014-09-11,54.330002,11.61,12.15,47.049999,8.74,33.929999,30.15,35.139999,1.16,38.919998,13.780001,14.2,29.17,8.4,18.219999,36.34,30.34,37.84,7.38,25.68,32.400002,38.700001,44.380001,16.610001,18.21,30.200001,13.48,24.32,6.24,43.709999,61.970001,15.86,13.56,39.509998,24.27,20.82,2.71,33.759998,20.610001,26.719999,27.99,11.37
2014-09-12,59.139999,11.4,12.5,47.580002,8.74,32.34,31,35.77,1.19,39.16,13.830001,14.65,30.07,8.4,18.23,37.48,30.940001,37.84,7.49,25.639999,32.599998,38.889999,44.380001,16.940001,16.91,30.290001,13.83,25.42,6.16,44.630001,62.18,15.65,13.56,39.560001,23.879999,20.48,2.82,34.099998,20.219999,26.709999,28.25,11.47
2014-09-15,57.619999,12.05,12.85,47.279999,8.56,32.55,30.25,35.41,1.22,38.889999,14.780001,15.13,30.540001,8.6,18.41,38.709999,30.58,37.84,7.38,25.639999,33.959999,38.889999,45.240002,17.1,18.23,30.5,14.06,26.660001,5.97,45.619999,62.130001,15.93,13.41,39.700001,23.91,20.43,2.97,33.880001,20.299999,26.639999,28.18,11.54
2014-09-16,54.23,11.49,12.38,47.259998,8.78,32.779999,28.57,34.099998,1.17,38.759998,15.510001,15,29.33,8.6,18.41,38.369999,29.35,37.84,7.27,25.66,35.099998,38.889999,45.75,16.67,19.06,30.040001,13.8,24.080001,6.14,45.330002,61.720001,16.1,13.33,39.330002,24,19.950001,2.68,33.209999,20.5,26.84,27.77,11.49
2014-09-17,55.830002,12.3,12.16,47.259998,8.63,30.570002,29.209999,34.59,1.15,39.220001,15.750001,14.87,30.139999,8.6,18.41,38.040001,29.82,37.84,7.2,25.66,35.48,37.799999,44.470001,16.969999,17.05,30.35,13.82,23.62,6.1,45.099998,62.970001,15.84,13.37,39.779999,23.43,19.780001,2.64,33.380001,19.85,26.82,27.389999,11.49
2014-09-18,57.509998,12.64,11.97,47.580002,8.63,29.379999,30.200001,35.259998,1.13,39.389999,14.660001,14.61,30.030001,8.4,17.65,37.419998,30.440001,36.389999,7.28,25.66,33.880001,38.75,44.740002,16.93,17.04,29.959999,13.7,22.89,6,44.580002,62.27,15.76,13.37,39.299999,23.129999,19.559999,2.57,33.799999,19.67,26.82,27.08,11.43
2014-09-19,58.919998,12.83,11.98,49,8.53,27.510001,30.32,35.389999,1.15,39.389999,13.850001,15.15,30.690001,8.4,17.51,38.77,30.530001,36.389999,7.35,25.66,32.700001,39,44.740002,17.16,15.14,30.309999,13.9,22.960001,5.85,45.66,62,15.9,12.92,39.59,22.66,20,2.56,33.939999,19.049999,26.82,27.16,11.46
2014-09-22,61.990002,13.56,12.21,47.209999,8.37,25.770002,31.27,36.099998,1.18,38.759998,13.890001,15.78,32.139999,8.4,17.51,40.400002,31.200001,34.98,7.36,25.66,32.700001,38.779999,46.580002,17.690001,13,30.790001,14.5,24.560001,5.79,46.950001,62.049999,15.62,12.82,39.889999,22.18,19.75,2.72,34.25,18.780001,26.610001,27.41,11.66
2014-09-23,62.799999,12.96,12.26,47.240002,8.37,26.910001,30.52,35.610001,1.22,38.669998,13.600001,16.23,32.619999,8.21,18.01,41.57,30.73,35.279999,7.03,25.299999,32.240002,38.779999,47.200001,17.879999,14,31.469999,14.83,26.35,5.78,47.830002,62.25,15.65,12.82,40.59,22.540001,19.290001,2.89,33.919998,19.030001,26.639999,27.690001,11.7
2014-09-24,61.09,12.08,11.59,47.240002,8.37,25.8,29.139999,34.529999,1.17,38.889999,14.250001,15.79,31.27,8.24,18.01,40.439999,29.719999,35.279999,7.03,24.91,33.279999,37.73,47.080002,17.389999,13.44,31.059999,14.63,24.560001,6.02,46.970001,61.5,15.72,12.82,40.200001,22.209999,19.629999,2.71,33.400002,18.83,26.450001,27.27,11.61
2014-09-25,64.769997,12.97,12.04,45.849998,8.37,26.29,30,34.889999,1.32,38.73,14.860001,16.57,33.290001,7.93,17.940001,42.400002,30.049999,35.009998,7.28,24.91,34.220001,38.450001,47.810001,18.129999,14.22,32.400002,15.2,28.229999,6.06,48.509998,61.75,15.72,12.82,41.27,22.35,18.85,3.1,33.630001,18.84,26.23,28.129999,11.81
2014-09-26,61.540001,13.09,11.79,45.849998,8.37,25.1,28.700001,34.240002,1.25,38.73,15.080001,16.15,32.849998,8.16,17.940001,41.380001,29.450001,35.009998,7.36,24.91,34.560001,37.619999,47.450001,17.959999,13.19,31.84,14.87,26.320002,5.85,47.709999,60.860001,15.72,12.69,41,21.98,18.959999,2.92,33.25,18.48,26.299999,27.99,11.76
2014-09-29,69.040001,14.24,11.84,45.849998,8.37,24.25,27.75,33.57,1.32,38.73,16.06,16.190001,34.810001,8.16,17.809999,41.43,28.809999,35.009998,7.39,24.91,36.130001,37.200001,47.630001,18.709999,13,32.860001,14.96,28.94,6.13,47.720001,61.759998,15.25,12.84,41.759998,21.75,18.42,3.17,32.900002,18.51,26.34,27.940001,11.8
2014-09-30,69.709999,14.69,12.04,45.25,8.37,22.880001,30.459999,35.59,1.35,38.73,16.180001,16.92,34.810001,8.16,17.959999,43.330002,30.6,35.009998,7.1,24.24,36.200001,39.040001,48.189999,18.690001,11.82,32.93,15.38,29.629999,6.08,49.220001,62.599998,15.16,12.84,41.869999,21.360001,18.59,3.25,33.950001,18.120001,26.23,28.639999,11.91
2014-10-01,74.949997,15.51,12.39,45.25,8.25,23.1,30.93,36.18,1.47,38.73,15.010001,17.620001,36.900002,8.08,17.959999,45.139999,31.040001,34.790001,7.18,24.24,34.490002,38.5,49.110001,19.450001,11.97,34.02,16,30.979999,6.15,50.560001,64.580002,14.99,12.84,42.759998,21.4,18.059999,3.39,34.23,18.110001,25.91,29.99,12.07
2014-10-02,73.379997,15.25,12.47,45.310001,8.07,23.760001,30.42,35.68,1.42,37.73,14.360001,17.129999,36.360001,7.83,18.629999,43.82,30.67,35.400002,7.18,24.24,33.549999,38.669998,48.82,19.219999,11.8,35.25,15.92,30.329999,6.22,49.619999,66.82,14.55,12.84,43.759998,21.620001,18.040001,3.31,33.990002,18.32,25.91,30.09,12.02
2014-10-03,69.580002,15.16,11.88,45.310001,8.07,20.59,32.099998,36.950001,1.29,38.189999,15.070001,16.74,35.349998,7.83,17.889999,42.810001,31.74,35.349998,7.4,23.9,34.610001,38.669998,47.849998,18.91,9.4,35.209999,15.54,26.64,6.26,48.869999,65.239998,15.11,12.73,43.73,20.629999,18,2.94,34.57,17.49,26.17,30.07,11.98
2014-10-06,61.150002,14.31,12.14,45.310001,8.34,22.07,31.379999,36.23,1.34,37.779999,13.690001,17.139999,33.98,7.83,18.07,43.889999,31.24,36.299999,7.27,23.9,32.560001,39.889999,48.759998,18.43,10.67,34.52,15.69,27.479999,6.18,49.68,65.610001,15.11,13.05,43.259998,21.16,17.879999,3.01,34.25,17.959999,26.17,30.030001,11.96
2014-10-07,59,15.44,12.62,45.310001,8.34,19.810001,33.080002,37.619999,1.47,37.779999,13.950001,18,34.900002,8.12,18.27,46.130001,32.34,36.299999,7.11,23.9,32.900002,39.5,49.369999,18.719999,9.35,36.169998,16.379999,31.29,6.36,51.360001,66.43,15.11,13.05,44.529999,20.42,17.34,3.43,35,17.620001,26.17,31.1,12.2
2014-10-08,58.77,14.92,11.89,45.310001,8.34,24.080001,34.43,38.43,1.26,36.41,13.110001,16.969999,33.419998,8.12,17.940001,43.490002,33.220001,36.299999,7.26,23.9,31.68,40.02,49.52,18.18,11.91,34.549999,15.67,26.060001,6.37,49.389999,65.269997,15.58,13.28,43.110001,21.940001,18.040001,2.89,35.299999,18.75,25.68,30.35,12
2014-10-09,59.150002,16.15,12.45,45.310001,8.43,21.92,37.369999,40.360001,1.41,36.290001,13.180001,18.34,34.919998,8.45,18.27,46.950001,35.049999,36.299999,7.67,24.549999,31.84,40.900002,51,18.75,10.55,37.189999,16.74,30.610001,6.27,51.990002,68.879997,15.3,13.16,45.52,21.219999,17.6,3.35,36.360001,18.01,25.540001,32.07,12.28
2014-10-10,64.239998,16.83,12.97,45,8.43,20.39,36.959999,40.080002,1.63,36.209999,13.120001,18.99,37.240002,8.45,18.66,48.689999,34.82,36.299999,7.93,24.549999,31.639999,40.59,52.389999,19.58,9.99,39.040001,17.629999,37.59,6.26,53.259998,70.690002,14.99,13.1,46.91,20.77,17.309999,4.12,36.110001,17.68,25.23,33.130001,12.57
2014-10-13,57.009998,16.4,13.5,45.259998,8.49,21.410001,37.669998,40.48,1.9,36.209999,13.520001,19.23,36.02,8.45,19.5,49.169998,35.259998,36.299999,7.59,24.4,32.279999,41.099998,51.650002,19.18,10.65,38.77,18.32,45.270002,6.21,53.689999,72.139999,15.14,13.23,47.049999,21.120001,17.379999,4.93,36.490002,18.200001,25.23,34.689999,12.72
2014-10-14,56.860001,16.5,13.67,45,8.49,22.15,41.82,42.939999,1.88,35.119999,12.660001,18.59,35.509998,8.3,19.74,47.630001,37.810001,37.150002,7.61,24.4,30.870001,42.330002,51.5,18.959999,10.56,38.880001,17.809999,43.630002,6.24,52.490002,71.139999,14.97,13.37,46.790001,21.370001,16.68,4.77,37.82,18.200001,25.030001,34.43,12.58
2014-10-15,62.77,16.219999,13.560001,45,8.16,22.380001,42,43.27,1.93,33.91,12.490001,17.98,36.689999,8.37,20.15,46.130001,38.310001,37.150002,7.6,24.91,30.74,42.799999,52.52,19.4,10.66,39.580002,17.82,44.560001,6.4,51.360001,71.860001,14.97,13.37,47.439999,21.450001,15.05,4.88,38.029999,18.139999,24.610001,33.880001,12.47
2014-10-16,67.18,17.120001,13.07,42.650002,8.01,22.15,40.490002,42.43,2.05,34.169998,12.550001,17.35,37.709999,8.37,20.17,44.470001,37.099998,37.150002,7.96,24.879999,30.83,42.02,50.049999,19.77,10.75,40.650002,17.32,45.94,6.32,50.18,72.43,14.97,13.73,48.09,21.360001,15.58,5.02,37.439999,18.209999,24.610001,33.119999,12.4
2014-10-17,61.59,15.95,12.66,43.279999,8.01,20.110001,39.869999,42,1.84,34.599998,12.240001,17.52,36.540001,8.23,19.5,44.82,36.619999,36.740002,7.8,24.9,30.379999,41.580002,50.009998,19.33,9.96,38.279999,16.91,41.869999,6.36,50.459999,71.910004,15.08,13.6,46.360001,20.690001,16.629999,4.58,37.349998,17.65,25.200001,32.400002,12.33
2014-10-20,66.029999,16.59,12.24,43.279999,8.07,21.49,40.299999,42.259998,1.68,34.23,11.330001,16.91,36.18,8.23,19.129999,43.330002,37.119999,36.740002,7.92,24.959999,28.92,42.02,49.490002,19.209999,10.31,37.540001,16.370001,35.570002,6.19,49.32,68.849998,14.83,13.45,45.75,21.200001,16.73,3.9,37.43,18,25.370001,31.49,12.25
2014-10-21,71.519997,16.040001,11.46,43.57,8.25,21.17,39.68,42.009998,1.46,34.43,11.560001,16.1,35.700001,8.23,18.110001,41.220001,36.650002,37.060001,7.65,24.299999,29.110001,41.93,47.59,19.049999,10.29,36.23,15.24,30.210001,6.3,47.720001,69.029999,14.99,13.66,44.700001,21.1,17.6,3.32,37.189999,18.08,25.799999,30.01,11.99
2014-10-22,72.550003,17.120001,11.61,43.599998,8.32,19.260001,42.439999,43.639999,1.59,34.860001,11.140001,16.77,36.389999,8.68,18.139999,42.959999,38.400002,37.060001,7.6,24.299999,28.51,42.02,48,19.290001,8.67,37.060001,15.69,34.800001,6.15,49.060001,68.919998,14.96,13.66,45.330002,20.440001,16.940001,3.81,38.07,17.379999,25.959999,30.57,12.19
