,ETFBZQ,ETFRUSS,ETFBIS,ETFJJT,ETFBDD,ETFNUGT,ETFDWTI,ETFDTO,ETFCVOL,ETFDFVS,ETFUGAZ,ETFTZA,ETFEDZ,ETFFUE,ETFRXD,ETFSRTY,ETFSCO,ETFDIRT,ETFGRN,ETFURR,ETFBOIL,ETFSZO,ETFSDD,ETFEEV,ETFJNUG,ETFDPK,ETFMIDZ,ETFUVXY,ETFDAG,ETFTWM,ETFEWV,ETFCHIM,ETFAGF,ETFEFU,ETFGDX,ETFGREK,ETFTVIX,ETFDNO,ETFPSAU,ETFEQLT,ETFSMN,ETFHDGE
2014-10-23,77.889999,17.42,11.01,43.599998,8.32,19.57,39.950001,42.349998,1.45,35.130001,11.000001,15.87,36.32,8.68,17.59,40.66,36.919998,37.080002,7.66,24.35,28.32,41.349998,46.619999,19.25,9.12,35.77,15,30.95,6.1,47.360001,67.980003,14.9,13.65,44.439999,20.559999,17.280001,3.39,37.43,17.620001,25.98,30.4,12.05
2014-10-24,71.260002,16.290001,10.6,40.43,8.47,19.310001,40.959999,42.889999,1.36,35.040001,10.720001,15.8,35.580002,8.39,17.129999,40.48,37.330002,37.080002,7.79,24.35,27.9,42,46.599998,19.02,8.48,35.43,14.85,30.220002,6.14,47.16,67.690002,14.9,13.65,44.02,20.469999,17.34,3.31,37.700001,17.5,26,30.049999,11.98
2014-10-27,78.120003,16.83,10.47,40.43,8.38,18.32,41.82,43.43,1.35,35.040001,10.16,15.79,36.389999,8.76,17.129999,40.52,38,37.080002,7.79,24.549999,26.940001,41.830002,46.900002,19.299999,7.68,35.810001,14.86,29.39,6.2,47.189999,67.559998,14.44,13.67,44.290001,20.110001,16.84,3.24,37.919998,17.25,26.120001,31.27,12.05
2014-10-28,71.029999,15.96,10.2,43.970001,8.49,19.35,41.07,42.889999,1.2,35.130001,11.040001,14.45,34.220001,8.76,16.870001,37.060001,37.470001,37.080002,7.78,24.549999,28.34,41.830002,44.02,18.540001,8.22,34.48,14.13,25.54,6.23,44.5,66.830002,14.71,13.67,43.139999,20.530001,17.209999,2.84,37.75,17.59,26.23,30.469999,11.85
2014-10-29,71.510002,16.35,10.44,43.970001,8.65,16.930001,39.650002,42.049999,1.21,36,11.480001,14.53,34.150002,8.76,16.790001,37.27,36.459999,37.080002,7.78,24.43,29,41.189999,44.02,18.5,6.63,35.189999,14.17,26.260001,6.32,44.77,66.300003,14.71,14.03,43.669998,19.639999,16.1,2.92,37.259998,16.93,26.379999,31.139999,11.96
2014-10-30,65.75,14.39,10.01,43.970001,8.65,13.25,41.5,43.130001,1.24,35.84,11.840001,14.19,33.09,8.96,16.309999,36.290001,37.580002,37.080002,7.79,24.200001,29.700001,41.990002,43.119999,18.139999,4.95,34.43,14.02,26.410001,6.24,43.959999,64.980003,14.71,13.67,43.25,18.200001,15.89,2.94,37.82,15.91,26.58,30.860001,11.89
2014-10-31,64.220001,14.85,10,44.77,8.68,10.92,41.959999,43.240002,1.15,35.84,12.230001,13.6,32.700001,8.96,16.09,34.720001,37.759998,37.080002,7.65,23.68,30.42,42.099998,42.150002,17.969999,3.94,32.59,13.55,25.1,6.12,42.709999,58.16,15.1,13.53,41.560001,17.209999,15.7,2.8,38,15.26,26.93,29.629999,11.67
2014-11-03,67.440002,15.53,10.01,44.77,8.68,12.36,45.700001,45.799999,1.18,36.490002,13.690001,13.61,33.59,8.55,16.059999,34.889999,39.790001,37.080002,7.87,23.68,33,42.650002,42.110001,18.280001,4.55,33.279999,13.47,25.910001,6,42.790001,57.5,14.98,13.87,42.259998,17.91,16.129999,2.89,39.119999,15.54,26.959999,30.059999,11.72
2014-11-04,66.790001,15.74,10.21,43.43,8.59,11.04,47.759998,47.07,1.2,36.349998,14.910001,13.8,33.450001,8.46,16.01,35.380001,41.080002,37.080002,7.87,23.68,34.84,42.650002,42.540001,18.26,3.9,33.93,13.64,25.6,5.54,43.200001,60.720001,14.99,13.7,42.740002,17.209999,16.17,2.85,39.689999,15.04,26.83,30.799999,11.87
2014-11-05,67.910004,15.98,10.53,43.25,8.48,9.8,44.599998,45.32,1.17,36.299999,15.390001,13.74,34.34,8.46,16.16,35.200001,39.360001,37.080002,7.91,23.68,35.52,44.630001,41.959999,18.57,3.1,33.669998,13.5,24.910001,5.55,43.049999,61.209999,15.1,13.48,42.610001,16.59,16.42,2.79,38.810001,14.5,26.83,30.200001,11.88
2014-11-06,73.169998,17.959999,51,43.25,8.55,10.8,45.950001,46.259998,1.11,36.610001,17.930001,13.56,35.540001,8.74,15.97,34.75,40.18,37.84,7.99,23.49,39.02,45.970001,41.950001,19.02,3.4,34.220001,13.21,23.660001,5.6,42.66,62.790001,15.03,13.7,43.02,17.209999,16.26,2.65,39.240002,14.95,26.83,29.66,11.79
2014-11-07,71.019997,17.24,52.169998,43.25,8.66,13.4,45.029999,45.68,1.13,35.810001,17.430001,13.5,34.880001,8.74,16.25,34.599998,39.740002,37.84,8.3,23.49,38.599998,44.950001,41.950001,18.77,4.34,34.360001,13.16,22.980001,5.69,42.540001,63.169998,14.95,13.65,43.09,18.639999,15.67,2.59,38.68,15.96,27.07,29.32,11.76
2014-11-10,72.5,16.43,50.349998,44.689999,8.66,11,47.419998,47.029999,1.02,36.27,16.400001,13.29,34.599998,8.74,15.91,34.07,40.82,37.84,7.99,23.559999,37.07,43.450001,41.650002,18.66,3.5,33.720001,13.06,21.260001,5.59,42.099998,62.240002,15.54,13.83,42.650002,17.450001,15.41,2.42,39.580002,15.28,27.15,29.280001,11.69
2014-11-11,72.519997,16.690001,50.02,44.439999,8.47,12.3,46.59,46.720001,1.01,36.459999,15.530001,13.26,34.650002,8.74,15.76,34.009998,40.639999,38.419998,8,23.559999,35.889999,43.450001,41.650002,18.700001,4.05,33.09,13.03,21.19,5.56,42.040001,61.48,15.54,13.87,42.110001,18.219999,15.28,2.39,39.389999,15.83,27.200001,29.01,11.63
2014-11-12,72.529999,16.370001,49.990002,44.709999,8.53,12.36,47.830002,47.540001,1.01,36.23,14.980001,13.08,34.93,8.74,15.76,33.529999,41.32,38.419998,8.44,23.65,35.029999,45.959999,41.009998,18.790001,3.91,33.93,12.95,21.660001,5.75,41.650002,61.990002,15.54,13.87,42.790001,18.24,14.99,2.46,39.849998,15.67,27.299999,28.799999,11.58
2014-11-13,75.839996,18.129999,50.639999,44.709999,8.32,11.83,52.130001,49.849998,1.05,36.189999,13.130001,13.38,35.16,8.67,15.95,34.330002,43.610001,39.080002,8,23.65,32.119999,45.34,41.009998,18.870001,3.63,33.490002,13.12,22.180001,5.83,42.330002,60.720001,15.54,13.87,42.459999,17.940001,15.11,2.5,40.91,15.5,27.379999,28.889999,11.66
2014-11-14,77.230003,17.32,52.75,44.709999,8.45,13.930001,49,48.43,1.03,35.790001,13.900001,13.46,34.310001,8.88,16.27,34.560001,42.080002,39.080002,7.78,23.65,33.380001,44.400002,41.57,18.559999,4.26,33.389999,13.16,22.29,5.86,42.5,61.02,15.64,13.87,42.299999,19.02,15.44,2.52,40.150002,16.41,27.370001,28.66,11.52
2014-11-17,78.739998,17.530001,52.389999,41.799999,8.45,14.710001,49.919998,48.810001,1.01,36,15.980001,13.8,35.369999,8.88,15.94,35.389999,42.470001,39.080002,8.45,23.65,36.970001,45.939999,42.380001,18.969999,4.94,33.700001,13.2,22.230001,5.69,43.220001,62.919998,15.64,13.87,42.619999,19.389999,15.19,2.52,40.369999,16.639999,27.360001,28.67,11.52
2014-11-18,75.160004,17.01,50.240002,43.490002,8.45,16.860001,52.169998,50.09,0.99,35.810001,15.660001,13.55,34.84,8.88,15.47,34.779999,43.799999,39.080002,8.88,23.65,36.5,44.950001,42.25,18.77,5.93,32.5,13,21.380001,5.68,42.709999,61.25,15.64,13.91,41.639999,20.299999,16.09,2.46,40.75,17.34,27.51,28.02,11.5
2014-11-19,70.610001,17,50.360001,43.700001,8.38,14.02,52.169998,50.02,1,36.169998,17.400001,13.97,34.84,8.88,15.66,35.880001,43.73,39.080002,8.88,23.65,39.080002,45.490002,43.009998,18.74,4.65,32.900002,13.15,22.45,5.64,43.580002,61.880001,15.64,13.85,41.900002,19.190001,16.540001,2.53,41.009998,16.73,27.51,28.26,11.49
2014-11-20,69.959999,16.389999,50.540001,45.02,8.38,15.1,49.450001,48.580002,1.01,35.889999,18.240001,13.53,34.990002,8.88,15.66,34.700001,42.209999,39.080002,8.7,23.65,40.470001,44.419998,43.009998,18.82,5.2,33.439999,12.93,22.080001,5.7,42.650002,63.139999,15.64,13.85,42.369999,19.709999,16.809999,2.49,40.330002,16.969999,27.4,27.85,11.46
2014-11-21,60.220001,15.53,50.299999,45,8.55,15.52,47.529999,47.619999,1.01,35.73,15.900001,13.48,31.709999,8.88,15.63,34.52,41.150002,38.25,8.63,23.280001,36.950001,43.799999,41.099998,17.629999,5.4,32.540001,12.76,21.14,5.62,42.540001,62.16,15.64,13.85,41.630001,19.879999,17.040001,2.42,39.720001,16.969999,27.4,27.18,11.4
2014-11-24,64.050003,15.38,48.490002,45,8.55,14.880001,49.240002,48.630001,0.98,35.5,14.600001,12.99,32.48,8.75,15.37,33.32,42.099998,38.25,8.63,23.280001,34.919998,43.799999,41.400002,17.91,5.23,32.02,12.5,20.17,5.69,41.490002,62.099998,15.64,13.85,40.950001,19.59,16.91,2.34,40.220001,16.75,27.700001,27.459999,11.3
2014-11-25,63.759998,16.610001,48.639999,45,8.55,16.69,52.639999,50.650002,1,35.5,15.920001,12.97,33.099998,8.75,15.37,33.27,44.299999,38.25,8.63,23.280001,37.09,45.119999,40.790001,18.15,5.69,31.74,12.47,20.02,5.72,41.419998,61.77,15.64,14.08,41.02,20.389999,16.440001,2.3,40.580002,17.459999,27.700001,27.620001,11.32
2014-11-26,62.18,17.07,47.279999,45,8.36,16.010001,53.689999,51,0.96,35.5,15.080001,12.83,31.85,8.45,15.37,32.91,44.619999,38.25,8.96,23.280001,35.779999,46,40.790001,17.68,5.3,31.6,12.48,19.25,5.65,41.189999,62,15.64,13.74,40.68,20.1,16.940001,2.22,41.470001,17.43,27.870001,27.57,11.28
2014-11-28,66.099998,19.82,47.119999,45,8.07,11.93,67.169998,57.59,0.97,34.59,13.320001,13.36,33.689999,8.45,15.37,34.310001,52.080002,38.25,8.42,23.540001,32.970001,50.77,40.790001,18.379999,3.4,32.139999,12.77,20.29,5.7,42.310001,62.419998,15.23,13.74,41.380001,18.360001,16.42,2.31,44.91,15.83,28.01,29.09,11.38
2014-12-01,71.540001,19.74,48.25,40.939999,8.16,14.44,60.110001,53.32,1.02,34.650002,11.750001,13.99,35.43,8.51,15.05,35.970001,48.450001,38.43,8.88,23.68,30.52,50.150002,41.07,19.030001,4.34,32.279999,13.26,22.02,5.66,43.689999,61.799999,14.81,13.01,41.41,19.719999,16.43,2.48,43.330002,16.84,27.719999,29.75,11.53
2014-12-02,73.800003,22.18,46.259998,45.380001,8.16,13.310001,65.629997,57,0.96,35.290001,10.52,13.49,35.5,8.44,14.82,34.66,51.209999,38.43,8.87,23.290001,28.35,51,42.189999,19.059999,3.5,32.049999,13.03,19.560001,5.64,42.66,60.790001,14.81,14.01,41.189999,19.200001,16.9,2.25,44.639999,16.299999,27.780001,29.469999,11.47
2014-12-03,72.440002,20.889999,45.759998,45.380001,7.89,14.04,64.75,56.810001,0.92,35.48,9.9,13.1,35.209999,8.44,14.7,33.639999,51.310001,37.450001,8.42,22.91,27.200001,49.02,42.189999,18.93,3.7,32.220001,12.65,18.84,5.58,41.84,60.93,15.03,14.01,41.299999,19.25,17.059999,2.18,44.73,16.82,27.92,28.5,11.36
2014-12-04,75.040001,22.49,46.400002,45.41,8.09,13.29,66.599998,57.880001,0.93,35.369999,8.69,13.3,35.049999,8.44,14.62,34.139999,52.139999,37.91,8.86,22.91,25.02,51.919998,39.400002,18.870001,3.42,32.52,12.74,18.910001,5.56,42.240002,61.130001,15.08,13.85,41.549999,19.200001,17.09,2.15,44.98,16.66,27.92,28.43,11.44
2014-12-05,74.019997,22.690001,45.709999,45.049999,7.99,12.36,70.239998,59.580002,0.92,36.400002,9.79,13,35.119999,8.39,14.7,33.369999,53.860001,37.91,8.42,23.040001,27,51.919998,41.189999,18.92,3.05,32.259998,12.72,18.27,5.71,41.57,61.23,15.3,13.73,41.369999,18.75,17.459999,2.08,45.790001,16.08,27.84,28.440001,11.39
2014-12-08,79.699997,26.48,44.150002,45.049999,7.92,12.55,78.080002,64.440002,0.96,36.009998,8.41,13.47,36.73,8.44,14.31,34.639999,58.060001,38.630001,8.87,22.799999,24.68,52,42.029999,19.48,3.18,33.09,12.97,19.59,5.52,42.599998,62.91,15.3,13.73,42.049999,18.889999,17.370001,2.21,47.560001,16.41,27.85,29.43,11.59
2014-12-09,79.269997,26.540001,43.880001,45.400002,8.03,14.3,75.220001,63.220001,0.97,35.709999,8.51,12.77,37.77,8.44,14.51,32.84,56.720001,38.490002,8.52,23.07,24.75,53.77,42.029999,19.83,3.53,33.849998,12.77,20.02,5.49,41.139999,62.360001,15.11,14.12,42.52,19.77,15.3,2.24,47.049999,16.74,27.5,29.25,11.52
2014-12-10,82.510002,28.25,45.610001,45.560001,8.03,13.17,84.269997,67.410004,1.11,35.32,8.93,13.58,39.400002,8.12,14.88,34.93,60.830002,38.490002,8.16,23.07,25.610001,55,41.169998,20.440001,3.23,34.880001,13.48,24.360001,5.43,42.880001,64.269997,14.74,13.69,43.59,19.209999,14.96,2.68,48.75,16.549999,27.629999,30.610001,11.74
2014-12-11,85.120003,33,45.119999,45.5,7.85,12.7,90.580002,70.230003,1.2,35.82,8.65,13.42,40.490002,8.67,14.8,34.509998,64.010002,38.220001,8.84,23.290001,25.16,56.290001,42.220001,20.77,2.86,35.169998,13.22,27.179999,5.4,42.560001,63.900002,15.26,13.75,43.75,19,13.59,3.01,50.049999,16.059999,27.629999,30.75,11.73
2014-12-12,89.529999,35.490002,46.110001,45.330002,7.87,12,99.110001,73.739998,1.32,34.630001,9.34,13.92,42.389999,8.67,15.27,35.790001,68.029999,38.470001,8.84,23.1,26.440001,57.939999,42.900002,21.469999,2.66,37.099998,13.74,30.079999,5.47,43.599998,65.169998,15.07,13.75,45.41,18.65,13.78,3.32,50.630001,16,27.17,32.5,11.84
2014-12-15,96.239998,48.139999,48.849998,45.330002,7.74,9.56,111.620003,77.949997,1.32,35.169998,9.03,14.35,44.25,8.56,15.54,36.860001,73.690002,38.810001,8.81,23.24,25.860001,59.68,43.720001,22.049999,2.02,39.099998,14.05,28.79,5.49,44.470001,67.540001,14.99,13.01,46.939999,17.34,13.82,3.15,53.84,14.86,27.18,33,11.94
2014-12-16,99.269997,43.639999,50.049999,45,7.64,9.08,107.93,76.800003,1.37,34.57,8.38,14.4,44.540001,8.56,15.8,36.959999,72.139999,38.860001,8.81,23.290001,24.6,57.880001,43.700001,22.15,1.86,38.139999,14.15,31.35,5.5,44.639999,67.419998,15.41,13.01,46.220001,17.1,14.78,3.44,53.110001,14.75,26.92,33.389999,12.05
2014-12-17,89.489998,31.700001,46.709999,45,7.67,10.42,106.989998,76.400002,1.1,35.560001,8.69,13.07,41.419998,8.41,15.53,33.490002,71.639999,38.52,8.81,23.459999,25.209999,59.279999,42.650002,21.059999,2.19,36.700001,13.19,24.860001,5.42,41.810001,65.389999,14.81,14.13,45.119999,17.98,15.47,2.76,53.02,15.14,26.84,31.51,11.75
2014-12-18,86.410004,35.560001,43.57,42.700001,7.62,11.82,114.760002,79.330002,1.01,36.099998,8.66,12.5,39.740002,8.56,14.61,32.029999,75.18,35.43,8.81,23.049999,25.07,57.790001,40.610001,20.540001,2.68,34.610001,12.53,23.39,5.58,40.610001,63.139999,14.94,14.12,43.419998,18.76,14.74,2.58,54.02,15.99,27.65,30.200001,11.56
2014-12-19,84.449997,26.58,42.560001,43.32,7.75,11.43,95.419998,73.629997,0.98,35.91,7.27,12.38,38.779999,8.65,14.23,31.799999,66.940002,38.919998,8.85,23.049999,22.5,55.220001,40.610001,20.24,2.54,34.509998,12.33,22.95,5.49,40.43,62.470001,15.05,14.12,43.189999,18.530001,14.58,2.53,51.240002,16.18,28.08,29.5,11.49
2014-12-22,81.870003,24.309999,44.860001,42.169998,7.53,9.69,109.550003,78.43,0.94,35.939999,5.54,12.16,37.290001,8.57,14.69,31.209999,72.779999,38.919998,8.86,22.879999,19.139999,57.740002,40.02,19.67,2.02,34.189999,12.26,20.7,5.43,39.860001,62.779999,15.14,14.28,42.98,17.459999,14.62,2.31,53.75,15.2,28.08,29.540001,11.44
2014-12-23,82.379997,26.6,49,40.950001,7.5,9.37,99.699997,75.459999,0.96,36.669998,5.4,12.1,38.299999,8.8,15.25,31.09,68.690002,39.049999,9.13,22.040001,18.92,60.490002,39.279999,20.040001,18.860001,34.43,12.11,20.82,5.43,39.790001,62.709999,14.85,14.12,43.23,17.299999,14.19,2.31,52.099998,15.01,28.08,29.030001,11.34
2014-12-24,82.010002,24,47.259998,40.950001,7.49,10.13,106.209999,77.82,0.94,36.700001,4.8,11.99,37.990002,8.8,15.01,30.76,71.849998,39.049999,9.13,22.040001,17.6,57.040001,39.279999,19.969999,20.87,34.119999,12,20.410001,5.42,39.52,62.77,14.85,14.12,42.950001,17.77,14.34,2.29,53.369999,15.29,28.110001,29.17,11.36
2014-12-26,82.370003,23.639999,45.200001,29.59,7.36,10.94,110.349998,79.160004,0.95,36.669998,4.68,11.74,37.139999,6.09,14.85,30.15,73.709999,38.919998,9.13,22.59,17.42,57.369999,38.810001,19.620001,22.82,33.610001,11.96,20.87,5.32,38.990002,61.900002,15.2,13.01,42.599998,18.24,14.78,2.33,54.029999,15.8,28.08,28.91,11.34
2014-12-29,82.290001,29.77,44.689999,44.200001,7.36,10.22,118.449997,81.330002,0.92,36.18,5.17,11.59,37.720001,8.71,14.72,29.790001,77.099998,39.02,9.41,22.48,18.6,58.759998,36.720001,19.860001,21.5,34.400002,11.77,20.62,5.4,38.66,63.150002,15.17,13.01,43.060001,17.82,13.79,2.3,55.299999,15.6,28.08,28.950001,11.32
2014-12-30,80.989998,24.049999,45.830002,42.759998,7.53,11.25,118.360001,81.339996,0.97,36.18,4.82,11.79,37.580002,8.77,14.86,30.280001,77.099998,38.529999,9.37,22.280001,17.809999,61.150002,38.259998,19.77,24.780001,35.369999,11.9,21.7,5.3,39.119999,64.690002,14.99,13.01,43.939999,18.450001,13.43,2.41,55.18,16,28.1,29.09,11.35
2014-12-31,82.010002,28.1,46,42.490002,7.52,11.16,117.190002,80.510002,1.09,35.630001,3.98,12,37.509998,8.77,15.14,30.9,76.519997,38,9.41,22.280001,15.78,62.119999,38.810001,19.780001,24.34,35.939999,12.29,25.15,5.2,39.59,65.32,14.93,13.98,44.599998,18.379999,13.4,2.76,55.16,16,27.940001,29.629999,11.43
2015-01-02,87.519997,27.41,45.189999,42.290001,7.5,12.1,125.449997,83.879997,1.07,35.049999,4.09,12.19,38.84,8.77,15.04,31.33,79.900002,37.369999,9.42,21.940001,16.02,62.299999,40.200001,20.24,27.24,36.450001,12.32,24.330001,5.18,40.029999,64.949997,14.73,13.42,44.880001,18.940001,13.74,2.66,56.279999,16.290001,27.709999,29.549999,11.48
2015-01-05,93.370003,29.85,45.34,42.290001,7.3,13.07,147.740005,93,1.18,34.830002,3.97,12.69,41,8.44,15.1,32.630001,88.650002,37.369999,9.15,21.639999,15.72,65,40.119999,20.99,31.74,38.990002,12.89,27.829999,5.18,41.07,66.660004,15.81,13.49,47.110001,19.440001,12.77,3.05,59.560001,16.5,27.709999,31.27,11.84
2015-01-06,90.120003,31.01,46.939999,43.619999,7.19,15.15,163.880005,99.209999,1.21,33.860001,4.02,13.34,41.529999,8.44,15.18,34.279999,95.370003,38.380001,9.24,21.48,15.75,68.449997,42.209999,21.15,36.99,40.389999,13.33,29.070002,5.29,42.52,68.82,15.62,13.74,48.130001,20.469999,12.33,3.21,61.810001,17.34,26.790001,31.84,12.05
2015-01-07,85.169998,27.09,43.470001,43.619999,7.03,14.360001,155.149994,96.5,1.15,34.060001,3.76,12.87,38.73,8.54,14.66,33.07,92.519997,38.380001,8.97,20.98,15.18,68.07,42.209999,20.25,34.100001,38.98,12.83,27.229999,5.17,41.439999,66.400002,15.68,13.88,47,20.09,12.54,2.99,61.009998,17.280001,27.200001,31.35,11.93
2015-01-08,82.330002,21.42,42.650002,44.689999,7.18,13.69,150.850006,95.260002,1,33.900002,3.98,12.21,36.77,8.44,14.17,31.360001,90.690002,38.310001,9.17,20.98,15.9,66.400002,40.07,19.530001,31.279999,37.52,12.23,23.880001,5.11,40.099998,65.279999,15.73,13.88,45.720001,19.790001,12.35,2.64,60.560001,16.950001,27.200001,29.9,11.72
2015-01-09,82.870003,23.4,42.98,44.689999,7.19,15.54,157.610001,97.089996,1.06,33.130001,4.06,12.54,37.169998,8.44,14.24,32.23,92.839996,38.400002,8.94,20.98,16.09,66.129997,40.200001,19.66,35.600001,38.07,12.51,25.57,5.1,40.860001,66.440002,15.73,13.86,46.18,20.709999,12.59,2.81,61.02,17.52,27.58,30.209999,11.86
2015-01-12,86.839996,25.68,42.5,44.25,7.06,17.3,181.009995,104.230003,1.13,33,3.44,12.68,38.040001,8.48,14.24,32.580002,102,38.130001,9.3,21.049999,14.38,69.5,40.200001,20,41.250001,38.27,12.71,27.99,5.02,41.080002,67.019997,23.59,13.86,46.419998,21.49,12.96,3.07,64,17.98,27.58,30.469999,12.05
2015-01-13,84.93,25.75,42.470001,43.32,6.86,15.110001,174.850006,102.769997,1.16,32.59,3.9,12.63,37.150002,8.4,14.66,32.5,99.739998,37.299999,9.42,20.940001,15.64,69.879997,41.18,19.66,36.920002,37.75,12.73,29.65,4.88,40.98,65.949997,14.98,13.77,45.950001,20.549999,13.24,3.26,63.240002,17.370001,27.08,31.059999,12.01
2015-01-14,83.260002,24.02,42.369999,43.32,6.47,14.560001,153.690002,97.300003,1.21,31.459999,5.18,12.78,37.669998,8.44,14.4,32.889999,91.639999,37.049999,9.37,20.969999,19.110001,67.050003,41.299999,19.84,34.250001,37.990002,12.9,30.770002,4.85,41.400002,66.019997,14.96,13.77,46.200001,20.309999,13,3.38,60.700001,17.110001,27.16,31.879999,12.08
2015-01-15,85.580002,26.18,44.52,43.490002,6.59,16.960001,174.360001,103.75,1.28,31.209999,4.68,13.48,37.450001,8.44,14.73,34.619999,99.739998,37.049999,9.24,20.379999,17.9,68.599998,42.450001,19.799999,38.829999,37.32,13.29,32.599997,4.82,42.790001,64.970001,14.72,13.36,45.599998,21.48,12.8,3.58,63.490002,18.200001,26.99,32.02,12.3
2015-01-16,80.110001,23.57,41.639999,43.490002,6.74,18.680001,148,96.919998,1.2,31.209999,4.34,12.76,36.48,8.44,14.33,32.799999,89.790001,36.650002,9.24,19.93,17.02,66.360001,41.689999,19.42,40.429999,35.869999,12.75,31.220002,4.96,41.349998,63.919998,14.72,13.36,44.419998,22.16,12.72,3.43,60.490002,18.690001,27.129999,30.92,12.19
2015-01-20,82.519997,24.48,40.240002,42.779999,6.79,20.64,167.130005,103.629997,1.25,31.209999,3.51,12.91,36.630001,8.59,14.49,33.25,97.919998,36.459999,9.2,20.08,14.86,69.5,41.689999,19.49,45.550001,35.380001,12.83,30.69,4.8,41.639999,63.07,14.59,13.11,44.060001,22.940001,12.32,3.37,63.139999,19.360001,26.969999,30.9,12.1
2015-01-21,77.029999,22.059999,41.209999,42.779999,6.79,19.62,158.070007,101.25,1.17,31.690001,3.74,13.05,34.310001,8.59,14.14,33.549999,94.410004,36.459999,9.35,20.200001,15.47,67.160004,41.380001,18.66,43.79,34.689999,12.58,27.779999,4.96,41.959999,62.91,15.15,13.67,43.439999,22.540001,12.6,3.07,62.009998,19.129999,27.16,30.24,11.9
2015-01-22,74.550003,18.219999,40.639999,32.950001,6.85,19.260001,166.720001,104.110001,1.05,32.610001,3.36,12.25,32.279999,6.84,14.14,31.49,98.169998,36.59,8.5,19.530001,14.54,67.480003,40.369999,17.92,41.320002,34.200001,11.89,24.22,4.88,40.209999,62.23,15.39,13.57,42.919998,22.42,12.43,2.7,63.23,19.18,27.16,29.530001,11.65
2015-01-23,78.93,19.299999,40.220001,43.029999,6.65,17.64,178.5,107.370003,1.09,32.240002,3.63,12.27,33.009998,8.51,13.85,31.59,102.800003,36.41,8.45,18.74,15.26,68.370003,40.119999,18.190001,35.210001,34.919998,12.06,25.37,4.87,40.290001,62.59,15.23,13.11,43.400002,21.74,13.06,2.82,64.699997,18.59,27.780001,30.49,11.67
2015-01-26,80.230003,23.549999,38.990002,43.029999,6.65,18.5,183.529999,108.410004,1.02,32.290001,3.34,11.94,32.970001,8.71,13.9,30.700001,104.419998,36.27,8.48,19.01,14.41,69.360001,39.75,18.17,37.74,33.32,11.64,23.12,4.78,39.52,61.240002,15.23,13.11,42.380001,22.15,12.6,2.59,65.129997,18.860001,27.780001,30.200001,11.6
2015-01-27,78.110001,19.950001,39.43,43.150002,6.65,20.260001,172,105.699997,1.15,31.969999,3.47,12.11,33.48,8.92,13.9,31.15,99.989998,36.389999,8.48,19.379999,14.87,69.260002,40.59,18.379999,41.670002,33.27,11.88,25.080001,4.73,39.950001,61.130001,14.81,12.96,42.279999,22.879999,12.06,2.77,64.050003,19.41,27.690001,30.65,11.68
2015-01-28,82.339996,21.860001,41.02,42.57,6.65,17.95,192.149994,111.239998,1.21,31.01,3.3,12.71,34.610001,8.99,14.12,32.669998,107.739998,36.209999,8.14,19.120001,14.37,70.360001,40.59,18.76,34.54,34.650002,12.29,29.2,4.61,41.279999,61.25,14.79,12.96,43.509998,21.969999,10.66,3.2,66.290001,18.73,27.33,31.82,11.95
2015-01-29,82.25,22.790001,40.16,40.130001,6.65,17,188.149994,110.010002,1.16,31.68,2.85,12.18,34.529999,8.99,14.16,31.32,106.290001,35.84,8.51,18.959999,13.11,70.75,29.190001,18.77,30.420002,33.310001,12.06,27.129999,4.63,40.110001,60.310001,14.72,12.86,42.290001,21.59,11.17,2.99,65.830002,18.209999,27.299999,31.219999,11.79
2015-01-30,89.889999,23.799999,40.369999,40.09,6.39,18.560001,148,101.349998,1.27,30.57,2.74,12.92,37.23,9.84,14.31,33.349998,91,35.630001,8.58,19.110001,12.7,68.849998,41.169998,19.74,34.100001,34.939999,12.53,32.360001,4.63,41.790001,62.189999,14.77,13.07,43.59,22.290001,10.5,3.54,61.080002,18.75,27.299999,31.299999,11.91
2015-02-02,87.760002,22.459999,40.939999,42.259998,6.84,18.99,127.43,92.629997,1.19,30.75,2.73,12.61,35.330002,8.3,14.78,32.52,83.18,35.619999,8.5,19.219999,12.63,66.199997,41.48,19.08,33.54,33.439999,12.22,29.029999,4.45,41.099998,60.939999,14.77,12.97,42.619999,22.450001,11.73,3.19,58.490002,19.02,26.73,30.75,11.7
2015-02-03,82.910004,18.799999,41.23,41.93,6.98,17.6,106,81.699997,1.11,31.139999,2.95,11.96,33.32,8.25,14.3,30.719999,73.650002,36,8.99,19.219999,13.42,60.860001,41.48,18.360001,30.929999,32.009998,11.54,26.320002,4.67,39.639999,61.330002,14.69,12.97,41.220001,21.870001,13.28,2.91,55.189999,18.700001,27.26,29.18,11.39
2015-02-04,84.879997,20.959999,42.759998,41.799999,6.98,18.6,125.18,96.099998,1.17,31.139999,2.66,12.1,33.889999,8.25,14.52,31.139999,82.959999,36.040001,8.47,19.6,12.5,67.75,39.119999,18.559999,33.360001,32.689999,11.7,27.779999,4.59,39.970001,60.66,14.83,12.73,41.919998,22.27,11.9,3.05,58.830002,19,27.790001,29.610001,11.53
